gene	phenotype	dd.p	dd.fdr	direction	n_tumor_types	tumors	n_samples	n_mutated	mut_freq	mut.E1	mut.E0	E1	E0	alpha_e	cohort
CACNA1A	C2	1	1	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5424	180	0.0332	70	110	1960	3464	0.107211104884729	c036
NCOR1	C2	1	1	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LUAD,LUSC,OV,STAD,UCEC	5136	185	0.036	80	105	1915	3221	0.141136111797428	c047
ARHGAP35	C2	1	1	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5111	159	0.0311	66	93	1953	3158	0.108163371121815	c048
KMT2B	C2	1	1	up_in_rest	13	ACC,BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5034	183	0.0364	66	117	1839	3195	-0.0102695665457142	c051
MAP3K4	C2	1	1	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4941	114	0.0231	46	68	1849	3092	0.206121496971607	c054
NOTCH2	C2	1	1	up_in_subtype	12	BLCA,BRCA,CESC,ESCA,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4755	128	0.0269	56	72	1881	2874	0.0712304144634524	c061
FBXW7	C2	1	1	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC,UCS	4611	267	0.0579	101	166	1989	2622	-0.0381788020688414	c063
SF3B1	C2	1	1	up_in_subtype	10	BLCA,BRCA,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4584	112	0.0244	42	70	1644	2940	0.187547923040356	c069
ATF7IP	C2	1	1	up_in_subtype	10	BLCA,BRCA,CESC,HNSC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	4529	95	0.021	42	53	1797	2732	0.341523136687445	c071
RET	C2	1	1	up_in_rest	11	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PCPG,STAD,UCEC	4425	87	0.0197	35	52	1703	2722	-0.119609502557171	c076
ERBB2	C2	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	4413	166	0.0376	74	92	1879	2534	0.00924085837379497	c081
THRAP3	C2	1	1	up_in_rest	8	BLCA,BRCA,COADREAD,LUAD,LUSC,OV,STAD,UCEC	3655	54	0.0148	17	37	1342	2313	-0.307449946266596	c106
INPPL1	C2	1	1	up_in_rest	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,UCEC	3632	77	0.0212	30	47	1424	2208	-5.89113949221885e-05	c108
ZBTB20	C2	1	1	up_in_rest	7	BRCA,COADREAD,LGG,LUAD,LUSC,STAD,UCEC	3604	59	0.0164	16	43	1076	2528	-0.16729608027581	c110
ACVR1B	C2	1	1	up_in_rest	7	BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3586	62	0.0173	23	39	1436	2150	-0.0374504665665071	c111
GATA3	C2	1	1	up_in_rest	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD	3538	61	0.0172	25	36	1424	2114	-0.155351219325713	c113
MET	C2	1	1	up_in_subtype	8	BLCA,BRCA,COADREAD,GBM,KIRP,LUAD,LUSC,UCEC	3512	82	0.0233	21	61	1068	2444	0.127104660079566	c118
PIK3R1	C2	1	1	up_in_subtype	7	BRCA,COADREAD,GBM,HNSC,LGG,LUSC,UCEC	3439	88	0.0256	29	59	1126	2313	0.134612383452357	c123
JAK3	C2	1	1	up_in_rest	8	BLCA,BRCA,GBM,LIHC,LUAD,LUSC,OV,UCEC	3301	58	0.0176	20	38	1155	2146	-0.101138051964326	c129
ALB	C2	1	1	up_in_subtype	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV	3251	53	0.0163	19	34	1341	1910	0.118134505830805	c130
IDH1	C2	1	1	up_in_rest	8	BLCA,BRCA,CHOL,COADREAD,GBM,LGG,LIHC,LUAD	3249	434	0.1336	9	425	768	2481	-0.119390940188446	c134
PMS2	C2	1	1	up_in_subtype	6	BLCA,BRCA,HNSC,LUAD,LUSC,UCEC	3173	41	0.0129	19	22	1369	1804	0.170593185094723	c136
ZMYM2	C2	1	1	up_in_rest	6	BLCA,BRCA,KIRC,LUAD,LUSC,UCEC	3038	52	0.0171	15	37	1024	2014	-0.0157183609678733	c141
CHEK2	C2	1	1	up_in_subtype	5	BLCA,BRCA,LUAD,LUSC,UCEC	2684	36	0.0134	13	23	1009	1675	0.0667275125114047	c160
POLRMT	C2	1	1	up_in_subtype	5	BRCA,CESC,COADREAD,LUAD,UCEC	2577	41	0.0159	14	27	930	1647	0.112283919591256	c165
GTF2I	C2	1	1	up_in_subtype	5	BLCA,BRCA,CESC,HNSC,LUAD	2559	35	0.0137	16	19	1223	1336	0.119053845363058	c168
RNF111	C2	1	1	up_in_subtype	5	BLCA,HNSC,LUSC,OV,UCEC	1930	41	0.0212	21	20	966	964	0.227172416815613	c185
PAX5	C2	1	1	up_in_subtype	4	COADREAD,HNSC,LUAD,LUSC	1810	26	0.0144	12	14	717	1093	0.145709882798637	c193
ACVR1	C2	1	1	up_in_subtype	4	BLCA,HNSC,LUAD,UCEC	1728	37	0.0214	16	21	832	896	0.223791137772603	c200
ZBTB7B	C2	1	1	up_in_rest	5	BLCA,LUAD,LUSC,UCEC,UCS	1714	38	0.0222	15	23	644	1070	-0.213410278278388	c201
ZNF133	C2	1	1	up_in_rest	4	BLCA,LUAD,LUSC,OV	1420	21	0.0148	8	13	568	852	-0.181043809842033	c214
DAZAP1	C2	1	1	up_in_subtype	4	BLCA,CESC,LIHC,LUSC	1448	20	0.0138	8	12	564	884	0.0730267785225817	c216
B2M	C2	1	1	up_in_rest	3	COADREAD,HNSC,LUAD	1363	16	0.0117	6	10	551	812	-0.0740061059538698	c218
PSIP1	C2	1	1	up_in_rest	3	BLCA,HNSC,LUAD	1292	26	0.0201	11	15	658	634	-0.0521767024967501	c221
U2AF1	C2	1	1	up_in_subtype	3	BLCA,LUAD,UCEC	1239	27	0.0218	12	15	472	767	0.0960226470107519	c223
STK11	C2	1	1	up_in_subtype	3	CESC,HNSC,LUAD	1173	63	0.0537	29	34	690	483	0.0774262573501205	c226
RAC1	C2	1	1	up_in_rest	2	BLCA,HNSC	877	16	0.0182	10	6	522	355	-0.0909416040373198	c232
TP53	C3	4.16585678383565e-29	9.16488492443843e-27	up_in_rest	23	ACC,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	7153	2904	0.406	169	2735	1546	5607	-2.40525238098265	c003
WHSC1	C3	0.000396010117261768	0.0435611128987945	up_in_rest	7	BLCA,BRCA,HNSC,LIHC,LUAD,STAD,UCEC	3412	53	0.0155	1	52	562	2850	-2.78409939799175	c126
FAT1	C3	0.000608939896850471	0.0446555924357012	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,SARC,STAD,UCEC	6084	373	0.0613	26	347	1129	4955	-1.06324189400531	c014
SMARCA4	C3	0.00102935208683971	0.0477710855752031	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,STAD,UCEC	5987	222	0.0371	26	196	1097	4890	-1.45052601633904	c020
BRCA1	C3	0.00120231996807655	0.0477710855752031	up_in_rest	10	BLCA,BRCA,CESC,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4308	112	0.026	7	105	747	3561	-2.10642157878668	c080
LATS2	C3	0.00130284778841463	0.0477710855752031	up_in_rest	6	BLCA,LGG,LUAD,LUSC,MESO,UCEC	2271	40	0.0176	0	40	255	2016	-3.35515811547707	c177
POLQ	C3	0.00280830968532631	0.0882611615388269	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5547	200	0.0361	19	181	1089	4458	-1.18758804621521	c031
KMT2A	C3	0.00394992795756305	0.108623018832984	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,THCA,UCEC	5674	224	0.0395	20	204	1229	4445	-1.20346649630238	c026
MUC6	C3	0.00633788931975274	0.132447478031776	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4853	131	0.027	9	122	776	4077	-1.43889963090953	c060
PLCB4	C3	0.00655726416540499	0.132447478031776	up_in_rest	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,PRAD	4111	95	0.0231	10	85	812	3299	-1.59931657867354	c088
DACH1	C3	0.00662237390158882	0.132447478031776	up_in_rest	5	BLCA,BRCA,HNSC,LUAD,LUSC	2737	53	0.0194	2	51	362	2375	-2.44620136926039	c157
CDH1	C3	0.0093712838766551	0.160561764256077	up_in_subtype	7	BLCA,BRCA,LIHC,LUAD,LUSC,STAD,UCEC	3370	126	0.0374	36	90	566	2804	1.0996182887084	c128
ASXL2	C3	0.00962171241647112	0.160561764256077	up_in_rest	9	BLCA,BRCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,UCEC	4245	108	0.0254	4	104	549	3696	-1.38283086668149	c086
NF2	C3	0.0102175668162958	0.160561764256077	up_in_rest	10	BLCA,BRCA,CESC,HNSC,KIRC,KIRP,LIHC,LUSC,MESO,UCEC	4069	68	0.0167	8	60	873	3196	-1.53108421758876	c090
SETD2	C3	0.0112350840849426	0.164781233245825	up_in_rest	17	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PRAD,STAD,UCEC	6466	191	0.0295	41	150	1406	5060	-1.12408575487017	c008
ATR	C3	0.0147612146633641	0.19873180154377	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	149	0.0307	9	140	585	4275	-1.11293233877182	c056
EP300	C3	0.0162676505931775	0.19873180154377	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5948	248	0.0417	18	230	1394	4554	-0.959538794395462	c019
SPTA1	C3	0.0163015260911542	0.19873180154377	up_in_rest	18	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,THCA,UCEC	6919	625	0.0903	92	533	1693	5226	-0.64108502817968	c004
RB1	C3	0.0171632010424165	0.19873180154377	up_in_rest	11	BLCA,BRCA,CESC,GBM,HNSC,LIHC,LUAD,LUSC,OV,SARC,UCEC	4259	189	0.0444	11	178	572	3687	-1.12102398169425	c082
COL5A1	C3	0.0218074860931174	0.234569690472803	up_in_rest	16	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,UCEC	5843	181	0.031	19	162	1126	4717	-0.94599745967335	c022
PTPRD	C3	0.023172183067767	0.234569690472803	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,PRAD,STAD,UCEC	5353	276	0.0516	30	246	961	4392	-1.11949092615536	c038
MACF1	C3	0.0234569690472803	0.234569690472803	up_in_rest	21	BLCA,BRCA,CESC,CHOL,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,THCA,UCEC	7420	424	0.0571	59	365	1939	5481	-0.681684489148508	c001
EPHA3	C3	0.0271826069523569	0.260007544761675	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5938	195	0.0328	23	172	906	5032	-1.18154092636617	c021
SOX9	C3	0.032736749347392	0.30008686901776	up_in_rest	3	COADREAD,HNSC,LUAD	1363	32	0.0235	0	32	184	1179	-2.65711917666468	c218
RNF43	C3	0.0365664809576095	0.315474186062545	up_in_rest	8	COADREAD,KIRC,LUAD,LUSC,OV,PAAD,STAD,UCEC	2769	49	0.0177	6	43	610	2159	-1.85648043739916	c154
CDK12	C3	0.0372833128983008	0.315474186062545	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5168	119	0.023	12	107	1067	4101	-1.15126670556955	c045
KEAP1	C3	0.0448061983064891	0.350908384970155	up_in_rest	6	BLCA,HNSC,LIHC,LUAD,LUSC,UCEC	2519	160	0.0635	27	133	367	2152	-1.39272141989664	c170
GRIN2D	C3	0.0452015686522461	0.350908384970155	up_in_rest	6	BLCA,HNSC,LUAD,LUSC,STAD,UCEC	2517	41	0.0163	1	40	273	2244	-2.08979748165259	c171
WT1	C3	0.0462561052915204	0.350908384970155	up_in_rest	3	LIHC,LUAD,LUSC	1206	29	0.024	3	26	301	905	-1.75240123824857	c225
PIK3CA	C3	0.0494149151757327	0.356857231316478	up_in_rest	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	6666	1222	0.1833	139	1083	1284	5382	-0.580787431128355	c006
ZNF133	C3	0.05566523035173	0.356857231316478	up_in_rest	4	BLCA,LUAD,LUSC,OV	1420	21	0.0148	0	21	195	1225	-2.54525347527451	c214
CHEK2	C3	0.0558324193205674	0.356857231316478	up_in_rest	5	BLCA,BRCA,LUAD,LUSC,UCEC	2684	36	0.0134	2	34	404	2280	-1.11302626519031	c160
ZBTB20	C3	0.057105623555186	0.356857231316478	up_in_rest	7	BRCA,COADREAD,LGG,LUAD,LUSC,STAD,UCEC	3604	59	0.0164	2	57	443	3161	-1.78325920212847	c110
APOB	C3	0.0573359693194014	0.356857231316478	up_in_rest	17	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6492	430	0.0662	47	383	1247	5245	-0.707827537845295	c007
TLR4	C3	0.0609403473876231	0.356857231316478	up_in_rest	9	BLCA,BRCA,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC	3855	147	0.0381	15	132	448	3407	-0.938907642445774	c098
CYSLTR2	C3	0.0635771718603009	0.356857231316478	up_in_rest	3	HNSC,LUAD,LUSC	1351	19	0.0141	1	18	175	1176	-2.52998192103944	c219
APC	C3	0.0650599066291597	0.356857231316478	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5261	516	0.0981	29	487	890	4371	-0.727021698433547	c042
CDKN2A	C3	0.0657494501040837	0.356857231316478	up_in_rest	8	BLCA,ESCA,HNSC,LIHC,LUAD,LUSC,PAAD,STAD	2741	227	0.0828	11	216	400	2341	-0.885762200992494	c159
MAP2K1	C3	0.0664448849735092	0.356857231316478	up_in_rest	5	COADREAD,LUAD,LUSC,STAD,UCEC	2099	24	0.0114	2	22	266	1833	-2.40274365782123	c183
FGFR2	C3	0.0667131141416756	0.356857231316478	up_in_rest	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	96	0.0275	8	88	453	3032	-1.42574094556237	c119
KMT2C	C3	0.0688867237547965	0.356857231316478	up_in_rest	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,THCA,UCEC	7239	538	0.0743	73	465	1885	5354	-0.494915817559408	c002
CTNND1	C3	0.0708491893191664	0.356857231316478	up_in_rest	10	BLCA,BRCA,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4488	76	0.0169	6	70	589	3899	-1.09921609105662	c075
GNAS	C3	0.0728542912988669	0.356857231316478	up_in_subtype	8	BLCA,CESC,COADREAD,ESCA,LUAD,PAAD,STAD,UCEC	2625	44	0.0168	7	37	323	2302	1.59510480703469	c167
FBXW7	C3	0.0730207251770342	0.356857231316478	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,OV,STAD,UCEC,UCS	4611	267	0.0579	10	257	463	4148	-0.88554034338252	c063
TSC2	C3	0.0775574915132961	0.356857231316478	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5023	91	0.0181	10	81	778	4245	-1.34312551161808	c049
CREBBP	C3	0.0781634343921026	0.356857231316478	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5296	218	0.0412	17	201	784	4512	-0.739575821851984	c040
RAC1	C3	0.0803934858391171	0.356857231316478	up_in_subtype	2	BLCA,HNSC	877	16	0.0182	2	14	22	855	2.55255080663377	c232
NSD1	C3	0.081140377250284	0.356857231316478	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5281	203	0.0384	12	191	896	4385	-0.808594786386799	c039
CARD11	C3	0.0814342580768301	0.356857231316478	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4690	119	0.0254	11	108	583	4107	-1.1216588758823	c062
MSH2	C3	0.0819174660310102	0.356857231316478	up_in_rest	3	BLCA,BRCA,LUAD	1801	22	0.0122	1	21	354	1447	-1.73021808819866	c192
PGR	C3	0.0827259945324562	0.356857231316478	up_in_rest	9	BLCA,BRCA,COADREAD,GBM,LIHC,LUAD,LUSC,STAD,UCEC	3932	65	0.0165	5	60	581	3351	-1.35455152497964	c097
JAK2	C3	0.0856203071382446	0.362239760969496	up_in_rest	6	BLCA,BRCA,CESC,HNSC,LUAD,LUSC	3006	43	0.0143	3	40	362	2644	-1.5796748647167	c144
SF3B1	C3	0.0875327669421763	0.363343560892053	up_in_rest	10	BLCA,BRCA,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4584	112	0.0244	11	101	776	3808	-0.85875799922208	c069
SPTAN1	C3	0.103443607538588	0.421436919601655	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	159	0.0327	8	151	585	4275	-0.759939506657137	c056
EPHA2	C3	0.107215715749271	0.428862862997084	up_in_rest	9	BLCA,CESC,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3589	88	0.0245	4	84	416	3173	-0.809204025887819	c112
CUL3	C3	0.109357484643047	0.429618689669113	up_in_rest	8	BLCA,COADREAD,HNSC,KIRP,LUAD,LUSC,PRAD,UCEC	3301	78	0.0236	11	67	752	2549	-0.900199366802906	c132
ZNF750	C3	0.114962155747698	0.443713583587606	up_in_subtype	4	BLCA,ESCA,HNSC,LUSC	1494	40	0.0268	3	37	34	1460	1.66616346471894	c212
NOTCH1	C3	0.121614910562265	0.461297936615488	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,SARC,STAD,UCEC	5730	253	0.0442	14	239	828	4902	-0.676117429041542	c025
PTPRC	C3	0.123757570202707	0.461468905840602	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6219	162	0.026	20	142	1241	4978	-0.716233689100983	c012
RET	C3	0.130502625285272	0.47817913673143	up_in_rest	11	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PCPG,STAD,UCEC	4425	87	0.0197	5	82	564	3861	-1.26052665783006	c076
IRF6	C3	0.132586033366442	0.47817913673143	up_in_rest	3	HNSC,LUAD,LUSC	1351	22	0.0163	1	21	175	1176	-1.91575336257521	c219
SETBP1	C3	0.135425531878614	0.480542209891856	up_in_rest	12	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4771	130	0.0272	21	109	768	4003	-0.964635184309339	c059
ERCC2	C3	0.141749627087032	0.494998697764239	up_in_rest	3	BLCA,HNSC,LUSC	1324	42	0.0317	0	42	28	1296	-2.84897156320542	c220
ARID5B	C3	0.150254632168774	0.516500298080161	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	69	0.0179	4	65	568	3291	-1.08203454659185	c101
KANSL1	C3	0.162547317717393	0.532067612401947	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,PRAD,STAD,UCEC	4644	92	0.0198	13	79	760	3884	0.968685246343155	c065
MET	C3	0.166220252949781	0.532067612401947	up_in_subtype	8	BLCA,BRCA,COADREAD,GBM,KIRP,LUAD,LUSC,UCEC	3512	82	0.0233	27	55	612	2900	0.857139924683625	c118
AKT1	C3	0.167503750204201	0.532067612401947	up_in_rest	4	BRCA,CESC,THCA,UCEC	2184	50	0.0229	10	40	656	1528	-0.905885763174643	c179
SMAD2	C3	0.16820689751774	0.532067612401947	up_in_rest	4	BRCA,COADREAD,LUAD,STAD	2214	36	0.0163	4	32	383	1831	-0.987259504386734	c178
RASA1	C3	0.171186012625331	0.532067612401947	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	83	0.0215	5	78	568	3291	-0.805398229895562	c101
HRAS	C3	0.171618262385495	0.532067612401947	up_in_subtype	5	BLCA,HNSC,LUSC,PCPG,THCA	1983	89	0.0449	23	66	580	1403	1.14824151798547	c186
SIN3A	C3	0.171728948979244	0.532067612401947	up_in_rest	8	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,UCEC	3901	71	0.0182	4	67	421	3480	-0.715061780347386	c100
ERBB3	C3	0.182655667307471	0.532067612401947	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC,UCS	4888	175	0.0358	9	166	585	4303	-0.616711040835419	c055
MYCN	C3	0.184838265236341	0.532067612401947	up_in_rest	2	BLCA,UCEC	824	16	0.0194	0	16	64	760	-1.964283183878	c234
IRF2	C3	0.184853729593077	0.532067612401947	up_in_subtype	4	BLCA,HNSC,LIHC,STAD	1563	23	0.0147	4	19	184	1379	1.62269913850232	c211
CHD8	C3	0.186486598285964	0.532067612401947	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,STAD,UCEC	4952	130	0.0263	13	117	656	4296	-0.648706806917153	c052
ERBB4	C3	0.187375323551354	0.532067612401947	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	5512	219	0.0397	32	187	1199	4313	-0.658631516746763	c035
SPOP	C3	0.190929540161676	0.532067612401947	up_in_rest	5	BLCA,BRCA,PRAD,UCEC,UCS	2251	95	0.0422	36	59	536	1715	-0.91976924318297	c176
RHOA	C3	0.1912175503336	0.532067612401947	up_in_subtype	6	BLCA,BRCA,HNSC,LUAD,STAD,UCEC	3068	65	0.0212	11	54	434	2634	0.583638144990416	c142
TCF12	C3	0.191676766345622	0.532067612401947	up_in_rest	4	BLCA,COADREAD,LUAD,LUSC	1709	21	0.0123	1	20	208	1501	-1.64453423853416	c202
CTCF	C3	0.193479131782526	0.532067612401947	up_in_subtype	5	BLCA,BRCA,COADREAD,HNSC,UCEC	2770	101	0.0365	13	88	248	2522	0.669408701995226	c156
PPP2R1A	C3	0.200616108654909	0.541353111797652	up_in_rest	5	CESC,LUAD,LUSC,UCEC,UCS	1595	96	0.0602	4	92	217	1378	-1.00284256451934	c208
ZFP36L2	C3	0.20739855282942	0.541353111797652	up_in_rest	5	BLCA,BRCA,CESC,LUSC,UCEC	2538	36	0.0142	0	36	237	2301	-1.26557827232247	c169
HLA-B	C3	0.207535655109052	0.541353111797652	up_in_rest	7	CESC,COADREAD,ESCA,HNSC,LUSC,STAD,UCEC	2612	53	0.0203	0	53	107	2505	-1.22809848950558	c164
CHD3	C3	0.208784085235941	0.541353111797652	up_in_rest	9	BLCA,BRCA,CESC,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	3954	96	0.0243	7	89	446	3508	-0.929684474657384	c096
ATF7IP	C3	0.209159156830911	0.541353111797652	up_in_rest	10	BLCA,BRCA,CESC,HNSC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	4529	95	0.021	12	83	873	3656	-0.564713675965011	c071
ZFHX3	C3	0.21699795271425	0.550160070699895	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,THCA,UCEC	6096	210	0.0344	28	182	1640	4456	-0.525669969735946	c015
GTF2I	C3	0.218114276336517	0.550160070699895	up_in_rest	5	BLCA,BRCA,CESC,HNSC,LUAD	2559	35	0.0137	2	33	356	2203	-0.969986617226021	c168
PLCG1	C3	0.220064028279958	0.550160070699895	up_in_rest	8	BLCA,BRCA,ESCA,GBM,HNSC,LUAD,STAD,UCEC	3341	54	0.0162	4	50	440	2901	-0.912106576573809	c131
TET2	C3	0.225713898656093	0.553955837328967	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,SARC,STAD,UCEC	4443	67	0.0151	4	63	491	3952	-0.582799003728826	c078
TSC1	C3	0.227488109019974	0.553955837328967	up_in_rest	6	BLCA,BRCA,LIHC,LUAD,LUSC,UCEC	3028	57	0.0188	4	53	532	2496	-0.841098050177758	c143
NUP93	C3	0.229136278167891	0.553955837328967	up_in_rest	4	BLCA,HNSC,LUSC,UCEC	1760	30	0.017	0	30	72	1688	-1.57205316949023	c198
CUL1	C3	0.233297587649243	0.557885535682972	up_in_rest	8	BLCA,BRCA,CESC,GBM,HNSC,LUAD,LUSC,STAD	3451	71	0.0206	5	66	396	3055	-1.0203995480115	c121
MAP3K4	C3	0.246192179140241	0.577223160783321	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,STAD,UCEC	4941	114	0.0231	25	89	888	4053	0.800212918787147	c054
CASP8	C3	0.247821843695199	0.577223160783321	up_in_rest	8	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,STAD,UCEC	3784	124	0.0328	4	120	440	3344	-0.549506075153525	c102
SOS1	C3	0.251246394860828	0.577223160783321	up_in_rest	9	BLCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,UCEC	3601	87	0.0242	10	77	687	2914	-0.762800145272649	c109
ALK	C3	0.251879197432722	0.577223160783321	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4927	130	0.0264	10	120	591	4336	-0.679530003878266	c053
